,year,branch_name,hour,amount_in_gbp
12345,2012.0,Cheshire East outlet,7.0,47229562.968
12346,2012.0,Isle of Anglesey outlet,15.0,47225760.8928
12347,2015.0,Staffordshire store,14.0,47224411.65
12348,2011.0,Bracknell Forest store,7.0,47224323.6602
12349,2017.0,Darlington store,13.0,47223813.577
12350,2014.0,Lincolnshire store,5.0,47223563.0856
12351,2016.0,Hinckley and Bosworth branch,10.0,47221345.2364
12352,2011.0,Forest of Dean store,19.0,47218091.3158
12353,2015.0,Chiltern store,4.0,47217628.368
12354,2014.0,Dumfries and Galloway branch,11.0,47215306.16
12355,2013.0,Hampshire branch,15.0,47215282.51800001
12356,2013.0,East Sussex outlet,18.0,47212980.03140001
12357,2017.0,Epsom and Ewell store,17.0,47211819.4308
12358,2014.0,Ceredigion store,8.0,47211510.5616
12359,2015.0,Mole Valley store,13.0,47210418.279
12360,2017.0,St,7.0,47209473.9334
12361,2012.0,St,0.0,47207797.6524
12362,2019.0,Castle Point outlet,2.0,47206285.7434
12363,2010.0,South Northamptonshire store,21.0,47205414.928
12364,2014.0,Hinckley and Bosworth branch,3.0,47204767.7992
12365,2014.0,Dumfries and Galloway branch,5.0,47203040.6496
12366,2014.0,Selby branch,11.0,47199354.3736
12367,2018.0,Chiltern store,22.0,47198382.00000001
12368,2012.0,Dorset outlet,16.0,47198215.9992
12369,2012.0,Lichfield outlet,23.0,47198057.7096
12370,2014.0,Powys outlet,9.0,47194430.9848
12371,2017.0,Chiltern store,17.0,47191252.5316
12372,2013.0,Lincolnshire store,10.0,47182445.714200005
12373,2017.0,Lancashire store,1.0,47182127.1338
12374,2012.0,East Dunbartonshire branch,23.0,47181635.373600006
12375,2018.0,East Sussex outlet,2.0,47181209.865600005
12376,2018.0,Fareham outlet,18.0,47180680.2528
12377,2018.0,Shepway store,22.0,47176227.216000006
12378,2015.0,Fylde outlet,20.0,47175890.769
12379,2017.0,Dumfries and Galloway branch,13.0,47175504.890200004
12380,2014.0,Bassetlaw outlet,1.0,47174415.0944
12381,2013.0,Sefton outlet,11.0,47173463.59040001
12382,2018.0,Lincolnshire store,7.0,47170337.1648
12383,2013.0,Isle of Anglesey outlet,17.0,47168917.381000005
12384,2013.0,Fylde outlet,2.0,47168573.32940001
12385,2017.0,Forest of Dean store,13.0,47166641.9686
12386,2013.0,Sefton outlet,12.0,47165880.506000005
12387,2016.0,South Northamptonshire store,7.0,47162021.6492
12388,2014.0,Forest of Dean store,17.0,47160006.344
12389,2013.0,Forest of Dean store,11.0,47158011.428600006
12390,2014.0,Dorset outlet,15.0,47153683.1128
12391,2016.0,Haringey store,11.0,47149670.2076
12392,2014.0,Lincolnshire store,7.0,47149347.784
12393,2015.0,Epsom and Ewell store,23.0,47147980.779
12394,2012.0,Mole Valley store,14.0,47147922.637200005
12395,2012.0,Dumfries and Galloway branch,10.0,47147354.856000006
12396,2018.0,Bracknell Forest store,22.0,47145250.88640001
12397,2013.0,North Yorkshire outlet,0.0,47142742.20600001
12398,2020.0,Sefton outlet,0.0,47141567.33
12399,2017.0,Richmondshire outlet,20.0,47139841.7508
12400,2018.0,Selby branch,8.0,47137963.32480001
12401,2014.0,Barry outlet,13.0,47136079.3288
12402,2019.0,Haringey store,1.0,47134334.4668
12403,2012.0,North Yorkshire outlet,6.0,47133883.87680001
12404,2012.0,Lichfield outlet,6.0,47129547.46080001
12405,2013.0,Lincolnshire store,19.0,47129417.03920001
12406,2015.0,Rugby branch,2.0,47128094.136
12407,2015.0,Dorset outlet,3.0,47125138.374
12408,2015.0,East Sussex outlet,7.0,47123616.078
12409,2010.0,Haringey store,12.0,47122456.592
12410,2018.0,East Sussex outlet,18.0,47121702.720000006
12411,2012.0,Rugby branch,23.0,47121552.92040001
12412,2011.0,Richmondshire outlet,2.0,47118329.9846
12413,2016.0,Fareham outlet,14.0,47111599.0988
12414,2016.0,Epsom and Ewell store,18.0,47111503.198
12415,2015.0,Lincoln branch,0.0,47107079.55
12416,2014.0,Ceredigion store,21.0,47101632.3712
12417,2012.0,Dumfries and Galloway branch,6.0,47099270.7444
12418,2015.0,Isle of Anglesey outlet,2.0,47097298.701
12419,2015.0,Colchester outlet,18.0,47096389.737
12420,2012.0,Reigate and Banstead branch,3.0,47096168.716800004
12421,2015.0,North Ayrshire store,4.0,47095010.415
12422,2014.0,Dorset outlet,7.0,47092338.2776
12423,2014.0,Newham branch,8.0,47089075.5808
12424,2015.0,Dorset outlet,4.0,47087934.579
12425,2010.0,South Northamptonshire store,19.0,47087371.664
12426,2014.0,Cheshire East outlet,11.0,47085222.4216
12427,2015.0,Newham branch,7.0,47077545.015
12428,2017.0,Bedfordshire store,8.0,47077350.861
12429,2018.0,Richmondshire outlet,2.0,47075212.953600004
12430,2013.0,Haringey store,19.0,47074263.70840001
12431,2020.0,Haringey store,4.0,47072207.9
12432,2015.0,Newham branch,4.0,47068866.504
12433,2012.0,Isle of Wight store,1.0,47068591.155600004
12434,2015.0,Newham branch,6.0,47065489.272
12435,2014.0,Lambeth store,16.0,47064973.4544
12436,2018.0,Bassetlaw outlet,8.0,47063883.974400006
12437,2018.0,East Dunbartonshire branch,2.0,47060331.0816
12438,2014.0,North Ayrshire store,1.0,47058353.496
12439,2018.0,Fylde outlet,17.0,47049588.777600005
12440,2015.0,Haringey store,22.0,47047916.007
12441,2015.0,Sefton outlet,20.0,47047862.925
12442,2020.0,Shepway store,22.0,47047564.44
12443,2013.0,Selby branch,20.0,47042189.00220001
12444,2017.0,East Dunbartonshire branch,6.0,47041721.3172
12445,2010.0,Cheshire East outlet,21.0,47041362.304
12446,2019.0,North Ayrshire store,21.0,47037944.3128
12447,2010.0,Peeblesshire outlet,5.0,47037415.08
12448,2013.0,Rugby branch,3.0,47036681.80300001
12449,2010.0,Fylde outlet,0.0,47035045.936
12450,2013.0,Hampshire branch,17.0,47034181.98940001
12451,2014.0,Chorley store,14.0,47032666.1552
12452,2010.0,Forest of Dean store,7.0,47029007.68
12453,2015.0,Lancashire store,11.0,47028938.706
12454,2017.0,Staffordshire store,9.0,47028857.5676
12455,2013.0,Chorley store,16.0,47028670.87720001
12456,2018.0,Lambeth store,20.0,47028115.3056
12457,2016.0,Rushcliffe branch,7.0,47027992.6544
12458,2020.0,Selby branch,3.0,47026113.59
12459,2010.0,Ceredigion store,20.0,47025364.512
12460,2013.0,Rugby branch,16.0,47022960.74380001
12461,2011.0,Bassetlaw outlet,10.0,47022924.7968
12462,2016.0,Sefton outlet,10.0,47022051.7636
12463,2012.0,Bargoed outlet,14.0,47021979.488400005
12464,2017.0,Reigate and Banstead branch,1.0,47020804.3432
12465,2012.0,Lambeth store,11.0,47013788.4804
12466,2018.0,Haringey store,1.0,47012895.792
12467,2014.0,Hinckley and Bosworth branch,9.0,47009789.6312
12468,2012.0,Cheshire East outlet,4.0,47008655.895600006
12469,2012.0,Powys outlet,8.0,47001744.9804
12470,2012.0,Forest of Dean store,18.0,46998136.79400001
12471,2016.0,Bedfordshire store,14.0,46996648.2912
12472,2016.0,Bedfordshire store,15.0,46994904.5324
12473,2019.0,Glasgow City outlet,8.0,46994655.6842
12474,2010.0,Chiltern store,6.0,46993957.248
12475,2016.0,North Yorkshire store,9.0,46992278.834
12476,2011.0,Newham branch,8.0,46991071.4376
12477,2011.0,Epsom and Ewell store,1.0,46990778.1892
12478,2013.0,Cheshire East outlet,13.0,46990579.80020001
12479,2012.0,Oxford outlet,22.0,46990127.68800001
12480,2019.0,Sefton outlet,14.0,46988531.3506
12481,2016.0,Chiltern store,16.0,46987959.8112
12482,2010.0,Stoke-on-Trent store,1.0,46987445.624
12483,2012.0,Glasgow City outlet,0.0,46985877.6828
12484,2018.0,Forest of Dean store,20.0,46979841.84
12485,2014.0,Darlington store,0.0,46979424.0256
12486,2020.0,Newham branch,20.0,46975703.62
12487,2017.0,Richmondshire outlet,21.0,46974636.4782
12488,2012.0,Lancashire store,20.0,46972918.4064
12489,2015.0,Bedford Borough branch,20.0,46971072.783
12490,2011.0,Bracknell Forest store,22.0,46969646.125
12491,2018.0,Lincolnshire store,13.0,46969483.948800005
12492,2019.0,Chorley store,4.0,46969482.7672
12493,2016.0,Armagh outlet,8.0,46964243.5452
12494,2017.0,Staffordshire store,15.0,46962753.9288
12495,2012.0,East Sussex outlet,21.0,46961936.1036
12496,2012.0,Staffordshire store,13.0,46961288.15280001
12497,2010.0,Stoke-on-Trent store,4.0,46961254.072
12498,2020.0,Peeblesshire outlet,23.0,46956891.09
12499,2018.0,Haringey store,22.0,46955523.2832
12500,2010.0,Newham branch,3.0,46952540.568
12501,2016.0,Bridgend outlet,2.0,46951446.4924
12502,2010.0,Haringey store,4.0,46947710.744
12503,2014.0,Darlington store,9.0,46947333.8224
12504,2017.0,Bridgend outlet,3.0,46944630.2118
12505,2013.0,Isle of Anglesey outlet,21.0,46940291.95380001
12506,2012.0,South Northamptonshire store,12.0,46939352.4768
12507,2011.0,Lincoln branch,17.0,46936178.259600006
12508,2011.0,Larne store,12.0,46935571.271000005
12509,2012.0,East Dunbartonshire branch,15.0,46935372.078
12510,2019.0,South Northamptonshire store,14.0,46932682.1992
12511,2011.0,Barry outlet,6.0,46927175.6518
12512,2019.0,Armagh outlet,1.0,46927169.2778
12513,2020.0,Darlington store,3.0,46923806.9
12514,2015.0,Hampshire branch,3.0,46922557.59
12515,2013.0,Ceredigion store,23.0,46918075.54800001
12516,2013.0,Stoke-on-Trent store,8.0,46913950.96220001
12517,2013.0,Bracknell Forest store,21.0,46910210.81360001
12518,2017.0,Lincoln branch,12.0,46908995.5826
12519,2017.0,Hampshire branch,16.0,46908541.9856
12520,2015.0,Selby branch,2.0,46905432.561
12521,2012.0,Isle of Wight store,11.0,46905184.729200006
12522,2016.0,Peeblesshire outlet,23.0,46901049.9872
12523,2019.0,West Oxfordshire outlet,17.0,46899946.5928
12524,2017.0,Newham branch,9.0,46899567.7398
12525,2015.0,Uttlesford branch,6.0,46897365.672
12526,2019.0,Peeblesshire outlet,6.0,46894165.857
12527,2015.0,Colchester outlet,22.0,46889835.246
12528,2017.0,East Hertfordshire branch,0.0,46886287.8616
12529,2017.0,Shepway store,15.0,46885256.7568
12530,2010.0,Chiltern store,14.0,46884328.688
12531,2011.0,Haringey store,4.0,46882697.384
12532,2015.0,Glasgow City outlet,4.0,46879824.078
12533,2020.0,Uttlesford branch,9.0,46872333.6
12534,2011.0,North Yorkshire outlet,9.0,46871419.678
12535,2013.0,Tyne and Wear outlet,2.0,46871161.32680001
12536,2017.0,Oxford outlet,15.0,46870961.7914
12537,2015.0,Hinckley and Bosworth branch,9.0,46869894.378
12538,2017.0,Sefton outlet,20.0,46868130.7182
12539,2020.0,Isle of Wight store,11.0,46867271.12
12540,2019.0,Bridgend outlet,8.0,46866247.47
12541,2014.0,St,13.0,46865165.6088
12542,2018.0,Bracknell Forest store,1.0,46864845.830400005
12543,2019.0,Colchester outlet,16.0,46864185.3148
12544,2013.0,Darlington store,20.0,46864147.94940001
12545,2012.0,Isle of Anglesey outlet,14.0,46861101.39480001
12546,2017.0,Sefton outlet,15.0,46857159.7808
12547,2012.0,Reigate and Banstead branch,2.0,46856760.610800005
12548,2014.0,Chorley store,0.0,46856220.6552
12549,2013.0,Fareham outlet,3.0,46854342.16920001
12550,2015.0,Glasgow City outlet,14.0,46852183.008
12551,2016.0,Lichfield outlet,12.0,46851282.8356
12552,2020.0,Lichfield outlet,11.0,46850143.24
12553,2017.0,Bridgend outlet,2.0,46845131.757
12554,2017.0,Oxford outlet,14.0,46843808.707
12555,2012.0,Reigate and Banstead branch,19.0,46841935.182000004
12556,2013.0,North Yorkshire store,3.0,46841701.639800005
12557,2012.0,Bedfordshire store,14.0,46840906.593600005
12558,2012.0,Richmondshire outlet,18.0,46837121.6964
12559,2012.0,Armagh outlet,13.0,46835464.527600005
12560,2013.0,Larne store,10.0,46835209.81800001
12561,2016.0,Uttlesford branch,12.0,46835114.4704
12562,2015.0,Lichfield outlet,4.0,46833129.198
12563,2018.0,Bracknell Forest store,14.0,46831645.4688
12564,2018.0,East Hertfordshire branch,13.0,46829771.70240001
12565,2016.0,Colchester outlet,17.0,46828713.5244
12566,2020.0,North Ayrshire store,3.0,46828325.43
12567,2012.0,Bridgend outlet,23.0,46828210.304400004
12568,2010.0,East Sussex outlet,14.0,46824865.424
12569,2012.0,Dorset outlet,13.0,46824104.006400004
12570,2018.0,West Oxfordshire outlet,8.0,46822099.286400005
12571,2014.0,Mole Valley store,10.0,46821749.1544
12572,2019.0,East Hertfordshire branch,20.0,46821345.1244
12573,2017.0,East Sussex outlet,1.0,46818785.6156
12574,2016.0,Chiltern store,20.0,46818722.5728
12575,2016.0,Bridgend outlet,3.0,46817904.012
12576,2019.0,Newham branch,6.0,46817806.0994
12577,2016.0,Staffordshire store,15.0,46817507.7036
12578,2017.0,Dumfries and Galloway branch,6.0,46816149.4138
12579,2013.0,Selby branch,9.0,46812440.53540001
12580,2010.0,Cheshire East outlet,3.0,46812051.416
12581,2018.0,Staffordshire store,9.0,46809038.5824
12582,2018.0,Rugby branch,14.0,46807884.40320001
12583,2015.0,Haringey store,0.0,46792060.704
12584,2012.0,East Sussex outlet,23.0,46791509.259600006
12585,2015.0,Tyne and Wear outlet,17.0,46789529.769
12586,2010.0,North Yorkshire store,5.0,46787527.856
12587,2012.0,Rugby branch,6.0,46785064.830000006
12588,2012.0,Epsom and Ewell store,1.0,46783287.742800005
12589,2017.0,Bedfordshire store,2.0,46782818.7152
12590,2015.0,Rushcliffe branch,16.0,46781040.933
12591,2016.0,Isle of Wight store,5.0,46775917.4844
12592,2019.0,Shepway store,17.0,46774700.8876
12593,2016.0,Bracknell Forest store,18.0,46774056.7016
12594,2016.0,Staffordshire store,10.0,46773455.6104
12595,2013.0,North Yorkshire outlet,3.0,46772159.88120001
12596,2018.0,Fylde outlet,22.0,46771017.177600004
12597,2015.0,Forest of Dean store,12.0,46770073.866
12598,2010.0,Peeblesshire outlet,10.0,46766679.56
12599,2017.0,Chiltern store,23.0,46766609.1766
12600,2012.0,Larne store,4.0,46766519.343600005
12601,2016.0,East Sussex outlet,9.0,46765885.1972
12602,2015.0,Bargoed outlet,16.0,46765707.606
12603,2013.0,Lincoln branch,3.0,46764559.897800006
12604,2014.0,Glasgow City outlet,17.0,46762124.068
12605,2018.0,East Hertfordshire branch,0.0,46761452.659200005
12606,2019.0,Hampshire branch,16.0,46757072.8338
12607,2012.0,North Yorkshire store,23.0,46755867.2532
12608,2016.0,Rugby branch,14.0,46754729.2496
12609,2017.0,Glasgow City outlet,21.0,46752849.8044
12610,2010.0,Ceredigion store,0.0,46751589.544
12611,2013.0,Isle of Wight store,11.0,46750715.764000006
12612,2010.0,Sefton outlet,4.0,46748634.992
12613,2012.0,Glasgow City outlet,13.0,46743730.4544
12614,2018.0,Lancashire store,5.0,46742100.316800006
12615,2012.0,Mole Valley store,16.0,46740027.39840001
12616,2010.0,South Northamptonshire store,3.0,46738616.952
12617,2012.0,Chiltern store,20.0,46738162.13640001
12618,2020.0,Lincoln branch,23.0,46734767.28
12619,2020.0,Lincolnshire store,13.0,46733540.68
12620,2013.0,Isle of Anglesey outlet,8.0,46733388.11420001
12621,2014.0,Newark and Sherwood store,3.0,46731442.9296
12622,2018.0,East Hertfordshire branch,6.0,46730141.308800004
12623,2011.0,Lambeth store,23.0,46728182.1272
12624,2010.0,Mole Valley store,13.0,46726753.768
12625,2013.0,North Yorkshire store,18.0,46724955.126200005
12626,2014.0,Peeblesshire outlet,23.0,46724654.7768
12627,2014.0,Lancashire store,8.0,46720721.4584
12628,2012.0,Bracknell Forest store,15.0,46720533.94680001
12629,2011.0,East Sussex outlet,1.0,46719685.812
12630,2015.0,Cheshire East outlet,9.0,46719369.468
12631,2017.0,Tyne and Wear outlet,23.0,46718786.6672
12632,2015.0,Lambeth store,10.0,46711668.393
12633,2016.0,Forest of Dean store,0.0,46711441.9524
12634,2013.0,West Oxfordshire outlet,15.0,46706887.20560001
12635,2019.0,Castle Point outlet,3.0,46706706.1748
12636,2012.0,East Sussex outlet,5.0,46706539.378800005
12637,2016.0,Bassetlaw outlet,11.0,46705837.4596
12638,2016.0,Bassetlaw outlet,7.0,46705551.1372
12639,2014.0,North Ayrshire store,18.0,46701647.872
12640,2013.0,Ceredigion store,13.0,46699606.480000004
12641,2010.0,Ceredigion store,3.0,46699430.696
12642,2010.0,Staffordshire store,14.0,46696374.032
12643,2017.0,Glasgow City outlet,12.0,46696200.5164
12644,2011.0,Richmondshire outlet,0.0,46688234.5726
12645,2019.0,Isle of Wight store,16.0,46686916.4958
12646,2014.0,South Northamptonshire store,20.0,46686885.4408
12647,2018.0,Chorley store,19.0,46685692.07040001
12648,2013.0,South Northamptonshire store,17.0,46685658.019600004
12649,2011.0,Larne store,13.0,46684345.747200005
12650,2013.0,Darlington store,0.0,46682272.603800006
12651,2011.0,Staffordshire store,9.0,46681306.8272
12652,2018.0,St,1.0,46679237.39520001
12653,2020.0,Forest of Dean store,1.0,46675438.97
12654,2012.0,Shepway store,1.0,46675249.496400006
12655,2014.0,Armagh outlet,19.0,46673487.9864
12656,2014.0,Rushcliffe branch,0.0,46673344.2648
12657,2011.0,Hinckley and Bosworth branch,9.0,46672840.8028
12658,2020.0,Rugby branch,15.0,46670936.46
12659,2012.0,Bedfordshire store,10.0,46666681.79880001
12660,2017.0,South Northamptonshire store,17.0,46666302.8482
12661,2015.0,South Northamptonshire store,12.0,46666046.817
12662,2015.0,Newark and Sherwood store,14.0,46665434.322
12663,2018.0,Barry outlet,22.0,46665013.4496
12664,2017.0,North Yorkshire store,16.0,46663070.9778
12665,2012.0,Tyne and Wear outlet,16.0,46662416.5644
12666,2015.0,Lincolnshire store,4.0,46659492.675
12667,2015.0,Fareham outlet,3.0,46659193.677
12668,2015.0,Newham branch,19.0,46656306.045
12669,2015.0,Isle of Anglesey outlet,9.0,46655964.072
12670,2016.0,Forest of Dean store,3.0,46653427.1572
12671,2013.0,Fylde outlet,8.0,46653398.36180001
12672,2012.0,Dorset outlet,9.0,46653391.28520001
12673,2012.0,West Oxfordshire outlet,20.0,46651983.50400001
12674,2013.0,Sefton outlet,13.0,46651913.87280001
12675,2018.0,Powys outlet,20.0,46651136.4864
12676,2018.0,Glasgow City outlet,2.0,46651027.2576
12677,2014.0,Dumfries and Galloway branch,7.0,46647614.0328
12678,2012.0,Uttlesford branch,8.0,46644684.00480001
12679,2016.0,Newark and Sherwood store,4.0,46643661.624
12680,2020.0,Ceredigion store,3.0,46640016.83
12681,2015.0,Isle of Anglesey outlet,1.0,46636897.572
12682,2016.0,Ceredigion store,12.0,46636583.8892
12683,2012.0,Dorset outlet,22.0,46631705.1564
12684,2016.0,West Oxfordshire outlet,17.0,46629943.6696
12685,2018.0,Ceredigion store,13.0,46629129.0432
12686,2015.0,Hinckley and Bosworth branch,13.0,46628531.649
12687,2013.0,Sefton outlet,4.0,46627358.37020001
12688,2016.0,Chiltern store,12.0,46626710.1272
12689,2019.0,North Yorkshire store,10.0,46625450.6802
12690,2012.0,Dumfries and Galloway branch,19.0,46625304.77640001
12691,2014.0,Haringey store,7.0,46625233.952
12692,2011.0,Hampshire branch,10.0,46624706.0402
12693,2012.0,Bargoed outlet,12.0,46624380.457200006
12694,2013.0,Newark and Sherwood store,20.0,46623569.79500001
12695,2019.0,Lincoln branch,15.0,46621782.6872
12696,2014.0,Richmondshire outlet,1.0,46616121.059200004
12697,2014.0,Lichfield outlet,17.0,46615584.9632
12698,2014.0,Newham branch,22.0,46614193.692
12699,2018.0,Newark and Sherwood store,6.0,46613867.7312
12700,2013.0,East Sussex outlet,0.0,46609757.808000006
12701,2015.0,Fareham outlet,4.0,46609440.3
12702,2018.0,Fylde outlet,3.0,46608396.364800006
12703,2017.0,Newark and Sherwood store,0.0,46607828.4374
12704,2020.0,Dumfries and Galloway branch,21.0,46602842.79
12705,2010.0,North Ayrshire store,4.0,46601732.304
12706,2011.0,Sefton outlet,19.0,46601288.0128
12707,2017.0,Peeblesshire outlet,12.0,46595356.4328
12708,2017.0,Lichfield outlet,8.0,46594161.8808
12709,2011.0,Stoke-on-Trent store,19.0,46592653.052
12710,2015.0,North Yorkshire store,20.0,46589944.518
12711,2014.0,East Sussex outlet,20.0,46589642.7216
12712,2013.0,Dorset outlet,11.0,46588975.92520001
12713,2014.0,Epsom and Ewell store,16.0,46587480.4296
12714,2018.0,Lichfield outlet,19.0,46586986.608
12715,2010.0,South Northamptonshire store,8.0,46584382.824
12716,2020.0,Sefton outlet,20.0,46582650.82
12717,2014.0,Oxford outlet,18.0,46582310.7904
12718,2013.0,Tyne and Wear outlet,23.0,46580996.071200006
12719,2013.0,Barry outlet,5.0,46580702.41560001
12720,2012.0,Tyne and Wear outlet,13.0,46579459.8444
12721,2012.0,Isle of Anglesey outlet,10.0,46571001.607200004
12722,2016.0,Newham branch,17.0,46568944.0724
12723,2011.0,North Yorkshire store,18.0,46568375.5662
12724,2016.0,Rugby branch,15.0,46566188.654
12725,2014.0,Armagh outlet,11.0,46566179.4136
12726,2017.0,Newark and Sherwood store,13.0,46561919.909
12727,2015.0,Lincolnshire store,19.0,46560129.408
12728,2012.0,East Hertfordshire branch,21.0,46557803.317200005
12729,2020.0,East Dunbartonshire branch,2.0,46557599.24
12730,2010.0,Lichfield outlet,20.0,46556823.104
12731,2012.0,Rushcliffe branch,13.0,46556675.08800001
12732,2014.0,Isle of Anglesey outlet,14.0,46552469.0488
12733,2019.0,Newham branch,13.0,46551555.211
12734,2015.0,Isle of Wight store,20.0,46551120.651
12735,2016.0,Uttlesford branch,19.0,46547560.7792
12736,2019.0,Chiltern store,13.0,46545037.133
12737,2012.0,Lambeth store,3.0,46541818.0164
12738,2016.0,West Oxfordshire outlet,20.0,46539851.354
12739,2011.0,Bracknell Forest store,23.0,46538248.257800005
12740,2016.0,Lancashire store,19.0,46537962.5204
12741,2016.0,Castle Point outlet,8.0,46536572.612
12742,2014.0,Glasgow City outlet,0.0,46536210.6528
12743,2020.0,Chorley store,7.0,46531719.88
12744,2012.0,Haringey store,0.0,46527610.88640001
12745,2015.0,North Yorkshire outlet,13.0,46527486.723
12746,2017.0,Lambeth store,3.0,46517339.892
12747,2017.0,Reigate and Banstead branch,10.0,46516887.7144
12748,2018.0,Sefton outlet,10.0,46512603.724800006
12749,2014.0,Isle of Wight store,12.0,46512429.1808
12750,2013.0,Oxford outlet,17.0,46511164.054000005
12751,2012.0,Mole Valley store,3.0,46511132.220000006
12752,2016.0,Lincoln branch,23.0,46511030.9464
12753,2015.0,Bridgend outlet,1.0,46509343.119
12754,2017.0,Bedford Borough branch,2.0,46508949.4896
12755,2016.0,West Oxfordshire outlet,22.0,46506982.3576
12756,2018.0,St,23.0,46504797.0432
12757,2011.0,Larne store,19.0,46499878.02240001
12758,2012.0,Dumfries and Galloway branch,4.0,46499256.93000001
12759,2011.0,North Ayrshire store,6.0,46498869.324
12760,2016.0,Fylde outlet,4.0,46496371.1604
12761,2014.0,Peeblesshire outlet,1.0,46496253.7424
12762,2017.0,Dorset outlet,0.0,46493204.6024
12763,2012.0,Uttlesford branch,14.0,46491587.234400004
12764,2017.0,Bridgend outlet,0.0,46488711.675
12765,2014.0,Epsom and Ewell store,13.0,46487339.2368
12766,2013.0,Haringey store,20.0,46487097.33240001
12767,2012.0,Lincoln branch,19.0,46484074.63560001
12768,2014.0,North Yorkshire outlet,12.0,46482406.3264
12769,2015.0,Larne store,12.0,46481473.746
12770,2018.0,East Dunbartonshire branch,6.0,46481002.73280001
12771,2011.0,Fareham outlet,17.0,46478875.731400006
12772,2016.0,East Dunbartonshire branch,2.0,46475374.9388
12773,2016.0,Powys outlet,18.0,46468689.9336
12774,2011.0,Chiltern store,15.0,46467620.45240001
12775,2012.0,Darlington store,10.0,46466448.9408
12776,2010.0,Larne store,11.0,46466056.168
12777,2014.0,North Ayrshire store,14.0,46463334.4472
12778,2015.0,Reigate and Banstead branch,22.0,46462651.371
12779,2013.0,North Yorkshire store,11.0,46462531.11420001
12780,2016.0,Darlington store,0.0,46461500.9708
12781,2019.0,Newark and Sherwood store,13.0,46460607.3204
12782,2010.0,Newham branch,17.0,46455890.752
12783,2019.0,Glasgow City outlet,23.0,46455696.7266
12784,2012.0,East Sussex outlet,22.0,46455378.73200001
12785,2016.0,Lancashire store,6.0,46453829.33
12786,2019.0,Sefton outlet,19.0,46452504.2198
12787,2017.0,Newark and Sherwood store,8.0,46450411.4878
12788,2012.0,Haringey store,15.0,46449166.78080001
12789,2017.0,Ceredigion store,6.0,46448857.1508
12790,2010.0,Newham branch,5.0,46444454.576
12791,2019.0,Powys outlet,16.0,46443948.0456
12792,2018.0,North Yorkshire store,8.0,46442898.988800004
12793,2017.0,Hinckley and Bosworth branch,12.0,46442457.6026
12794,2012.0,St,22.0,46441802.82000001
12795,2012.0,Bracknell Forest store,20.0,46441612.92960001
12796,2016.0,Fylde outlet,3.0,46438980.1804
12797,2012.0,East Sussex outlet,2.0,46436522.764800005
12798,2020.0,West Oxfordshire outlet,22.0,46433693.93
12799,2020.0,Chiltern store,8.0,46427130.06
12800,2012.0,Larne store,3.0,46423556.348400004
12801,2018.0,Sefton outlet,20.0,46423128.374400005
12802,2016.0,Isle of Wight store,9.0,46419363.4528
12803,2012.0,Fylde outlet,1.0,46417257.054000005
12804,2010.0,Larne store,14.0,46415275.424
12805,2019.0,North Yorkshire store,14.0,46413806.2248
12806,2014.0,Tyne and Wear outlet,22.0,46412230.2776
12807,2013.0,Isle of Anglesey outlet,3.0,46409693.82360001
12808,2013.0,Chorley store,7.0,46409168.68180001
12809,2019.0,Shepway store,9.0,46407672.7086
12810,2015.0,Newham branch,1.0,46400103.369
12811,2020.0,North Yorkshire store,19.0,46399012.71
12812,2020.0,Chorley store,17.0,46397368.48
12813,2020.0,Chiltern store,20.0,46395990.85
12814,2017.0,South Northamptonshire store,22.0,46386767.735
12815,2011.0,Fareham outlet,12.0,46382059.733600006
12816,2019.0,Cheshire East outlet,16.0,46380204.2886
12817,2017.0,Uttlesford branch,19.0,46375807.946
12818,2017.0,North Yorkshire store,21.0,46374416.7554
12819,2012.0,Darlington store,7.0,46371168.33720001
12820,2012.0,East Dunbartonshire branch,21.0,46369744.77240001
12821,2016.0,Fareham outlet,2.0,46369695.0172
12822,2013.0,Darlington store,2.0,46368543.29660001
12823,2015.0,Reigate and Banstead branch,13.0,46368280.584
12824,2020.0,Chiltern store,18.0,46366895.12
12825,2013.0,Bracknell Forest store,0.0,46366175.48440001
12826,2017.0,Bridgend outlet,5.0,46365340.5008
12827,2015.0,Epsom and Ewell store,13.0,46364954.76
12828,2020.0,Armagh outlet,18.0,46363892.34
12829,2012.0,Colchester outlet,3.0,46360398.268800005
12830,2015.0,Tyne and Wear outlet,10.0,46359988.047
12831,2015.0,Chorley store,5.0,46356474.69
12832,2013.0,Stoke-on-Trent store,9.0,46354488.99600001
12833,2011.0,North Yorkshire outlet,23.0,46354458.2876
12834,2020.0,Selby branch,11.0,46353392.16
12835,2018.0,Fareham outlet,19.0,46344858.3456
12836,2015.0,Lambeth store,0.0,46344024.927
12837,2011.0,Bridgend outlet,16.0,46342812.3032
12838,2019.0,Oxford outlet,12.0,46341989.8354
12839,2015.0,Colchester outlet,14.0,46340957.664
12840,2019.0,Richmondshire outlet,2.0,46335773.5386
12841,2011.0,Dumfries and Galloway branch,15.0,46330576.419
12842,2014.0,Lichfield outlet,23.0,46329894.5736
12843,2014.0,East Hertfordshire branch,13.0,46329563.7112
12844,2016.0,Castle Point outlet,12.0,46327086.2108
12845,2014.0,Chorley store,19.0,46326723.8104
12846,2012.0,Richmondshire outlet,21.0,46324070.394
12847,2016.0,Larne store,14.0,46324047.4784
